filename,label
2024_06_07_11_43_IMG_3474 LE PDR TRD WITH CRAO_f1647.png,0
2024_06_14_11_53_IMG_3493_f2308.png,0
2024_06_05_10_02_IMG_3451 PDR WITH DME_f606.png,1
2024_04_05_10_57_IMG_4922 RE PDR WITH FVP_f1096.png,0
R058R_f325.png,1
2024_02_12_14_56_IMG_4623 RE SEV NPDR_f921.png,0
IMG_4166 LE MOD NPDR WITH DME_f1237.png,0
2024_06_13_12_28_IMG_3480 RE HEALTHY_f500.png,0
2024_06_14_13_21_IMG_3503_f379.png,0
R036L_f491.png,0
2024_04_01_11_52_IMG_4866 RE MOD NPDR LASERED_f1438.png,0
2024_04_05_12_54_IMG_4928 LE HEALTHY_f393.png,1
IMG_4167 LE MOD NPDR DME_f1984.png,0
R058R_f977.png,1
2024_05_31_12_08_IMG_3429  RE WET AMD_f990.png,0
R015L2_f1571.png,0
2024_06_13_12_31_IMG_3481 LE HEALTHY_f1259.png,0
R018R2_f986.png,0
R068L_f3612.png,0
R012L3_f3782.png,1
2024_04_11_15_27_IMG_4956 RE MILD NPDR_f1920.png,0
2024_06_14_10_57_IMG_3488_f494.png,1
2024_02_11_12_26_IMG_4608 LE MILD NPDR_f450.png,1
2024_02_15_14_08_IMG_4657 LE MILD NPDR_f1687.png,0
IMG_2581_f428.png,0
IMG_2869 RE NO DR CHANGES_f3206.png,0
IMG_2600 LE HEALTHY_f1823.png,0
2024_03_19_14_40_IMG_3017 LE MILD NPDR_f1691.png,0
R036R3_f121.png,1
R033R2_f1250.png,0
R057L_f301.png,0
IMG_4167 LE MOD NPDR DME_f850.png,0
IMG_2596 ERM+ DRUSENS_f2456.png,0
2024_05_06_12_40_IMG_3272 LE MOD NPDR_f2060.png,1
2024_06_07_10_51_IMG_3465 RE HEALTHY_f217.png,0
IMG_2703 LE HEALTHY_f246.png,0
"2024_04_06_10_27_IMG_4937 RE CR ATROPHY, ERM_f2771.png",1
2024_04_03_11_51_IMG_4888 RE MOD NPDR_f1430.png,0
IMG_2605 LE HEALTHY_f2216.png,0
R056L_f427.png,0
2024_05_09_13_10_IMG_5054 LE ERM PRESENT_f350.png,1
2024_06_07_11_34_IMG_3472 LE HEALTHY_f1966.png,1
2024_04_11_15_23_IMG_4955 LE PDR_f2008.png,1
2024_06_06_13_07_IMG_3464 LE PDR_f3681.png,0
IMG_4174 RE SEV NPDR_f320.png,0
IMG_2704 LE HEALTHY_f1365.png,0
2024_05_09_14_01_IMG_5065 RE HEALTHY_f1246.png,0
2024_05_06_12_30_IMG_3269 RE Healthy_f1960.png,0
IMG_2601 DRUSEN+_f1151.png,0
2024_04_05_10_24_IMG_4919 RE LASERED PDR_f1936.png,1
2024_03_21_12_57_IMG_3049 LE MILD NPDR_f879.png,0
2024_03_21_12_16_IMG_3042 RE MOD NPDR_f745.png,0
2024_03_28_14_08_IMG_4839 RE PDR_f979.png,0
2024_06_07_11_02_IMG_3467 HEALTHY_f1854.png,0
R023R_f208.png,0
R057R_f3296.png,0
2024_02_26_15_30_IMG_4731 RE PDR WITH DME_f1750.png,0
R045R_f3050.png,0
IMG_2869 RE NO DR CHANGES_f458.png,0
IMG_2868 LE HA_f447.png,0
R001L_f136.png,1
2024_02_11_12_26_IMG_4608 LE MILD NPDR_f750.png,0
R020R_f2290.png,0
2024_04_05_11_49_IMG_4926 LE FVP_f2598.png,0
2024_04_01_12_56_IMG_4872 RE MOD NPDR WITH FVD_f3490.png,1
IMG_2621 LE MILD NPDR_f503.png,0
2024_06_07_11_43_IMG_3474 LE PDR TRD WITH CRAO_f2745.png,1
R036R3_f283.png,0
2024_04_05_13_37_IMG_4934 LE HEALTHY_f1703.png,1
R047L_f831.png,0
R014L_f631.png,0
IMG_2607 RE PDE FVP_f445.png,0
2024_02_16_13_33_IMG_4672 LE SEV NPDR WITH DME_f471.png,0
2024_04_12_13_10_IMG_4968 LE SCAR+_f3553.png,0
2024_04_05_10_57_IMG_4922 RE PDR WITH FVP_f657.png,1
R035L_f2179.png,1
R033R_f162.png,0
R047R_f1262.png,1
2024_05_09_13_20_IMG_5056 LE RPE ALTERATIONS_f2846.png,0
2024_06_14_11_53_IMG_3493_f3231.png,0
IMG_2525 LE  SEV NPDR_f285.png,0
IMG_2502 RE NO DR CHANGES_f164.png,1
R026L_f294.png,0
2024_06_03_11_19_IMG_3445 LE MOD NPDR_f1910.png,0
2024_02_12_14_58_IMG_4624 LE MOD NPDR_f2872.png,0
R047R_f420.png,0
R027R_f3454.png,0
2024_05_07_12_59_IMG_5033 RE MOD NPDR_f2551.png,0
IMG_2621 LE MILD NPDR_f3522.png,0
2024_06_07_11_02_IMG_3467 HEALTHY_f2596.png,0
R025R_f22.png,0
IMG_2517 LE RETINA DEGENERATION_f1054.png,1
R014R_f82.png,1
R018L_f1054.png,1
2024_03_21_14_55_IMG_3053 LE SEV NPDR_f1346.png,0
R067L_f3966.png,0
2024_06_14_11_45_IMG_3491_f2145.png,0
R037L_f260.png,1
2024_04_04_11_36_IMG_4896 RE SEV NPDR_f1731.png,0
IMG_2871 RE NO DR CHANGES_f2200.png,0
R059L_f2306.png,0
IMG_2711 RE AMD_f2256.png,1
2024_06_06_13_04_IMG_3463 RE PDR +CIDME_f523.png,0
2024_06_07_10_51_IMG_3465 RE HEALTHY_f1088.png,0
2024_06_07_11_34_IMG_3472 LE HEALTHY_f842.png,0
2024_02_19_11_46_IMG_4678 LE PDR_f3372.png,0
2024_04_05_13_37_IMG_4934 LE HEALTHY_f2384.png,0
2024_06_14_11_43_IMG_3490_f1465.png,0
R0742_f982.png,0
R005L_f116.png,0
2024_06_05_10_02_IMG_3451 PDR WITH DME_f4246.png,0
R058L2_f1420.png,0
2024_06_13_12_42_IMG_3484 LE HEALTHY_f1183.png,1
2024_06_13_12_56_IMG_3486 RE SEV NPDR_f389.png,1
2024_06_03_11_12_IMG_3444 RE MOD NPDR_f3460.png,0
R014L_f270.png,0
2024_06_14_10_57_IMG_3488_f2471.png,0
"2024_05_08_12_06_IMG_5044 LE MILD NPDR, ERLY AMD_f448.png",0
2024_06_07_11_43_IMG_3474 LE PDR TRD WITH CRAO_f549.png,1
2024_04_05_11_49_IMG_4926 LE FVP_f1113.png,0
R041R2_f1344.png,0
R002L_f32.png,0
IMG_2872 LE NO DR CHANGES_f329.png,0
IMG_2604 RE HEALTHY_f1750.png,0
IMG_2606 RE TRD+ FVP_f251.png,0
2024_06_06_10_44_IMG_3458 LE PDR_f566.png,0
IMG_2502 RE NO DR CHANGES_f823.png,0
R037R2_f1612.png,1
R023L_f93.png,1
2024_02_15_14_57_IMG_4662 LE MILD NPDR_f1540.png,0
2024_02_16_13_33_IMG_4672 LE SEV NPDR WITH DME_f1413.png,1
R030R_f3920.png,0
2024_02_16_10_53_IMG_4666 LE MOD NPDR_f5660.png,0
2024_04_06_11_18_IMG_4942 LE PDR WITH DME_f247.png,1
R058R3_f458.png,0
2024_04_04_14_40_IMG_4905 RE MILD NPDR_f289.png,0
2024_03_07_15_24_IMG_4760 LE MOD NPDR_f3595.png,0
"2024_05_08_12_06_IMG_5044 LE MILD NPDR, ERLY AMD_f3137.png",0
2024_05_31_14_10_IMG_3433 RE HEALTHY_f2945.png,1
2024_04_06_10_39_IMG_4940 LE FTMH_f2176.png,0
IMG_2632 RE TRD_f420.png,0
2024_04_30_11_53_IMG_5009 RE HEALTHY_f340.png,1
2024_06_07_11_42_IMG_3473 RE PDR_f1185.png,0
R003R_f277.png,0
2024_04_01_12_59_IMG_4873 LE MOD NPDR_f2314.png,0
2024_06_03_10_38_IMG_3443 LE SEV NPDR_f2769.png,0
2024_05_08_10_34_IMG_5035 RE PDR WITH FVP_f1260.png,0
2024_05_09_13_25_IMG_5057 RE HEALTHY_f2428.png,1
R040R_f251.png,0
R028L_f1902.png,0
IMG_2597 RE MACULAR SCAR_f585.png,0
2024_06_14_11_00_IMG_3489_f3300.png,0
2024_06_14_11_45_IMG_3491_f715.png,1
IMG_2587 RE HEALTHY_f994.png,0
2024_06_06_13_04_IMG_3463 RE PDR +CIDME_f3663.png,0
IMG_2593 RE SEV NPDR WITH DME_f907.png,0
IMG_2632 RE TRD_f2103.png,0
2024_02_23_14_03_IMG_4725 LE MOD NPDR_f719.png,0
IMG_4419 RE MILD NPDR_f1845.png,0
2024_04_06_10_38_IMG_4939 RE TRD WITH MACULAR SCHIESIS_f192.png,0
IMG_2716 LE NO DR CHANGES_f880.png,0
R023R_f1456.png,0
"2024_04_06_10_27_IMG_4937 RE CR ATROPHY, ERM_f395.png",1
2024_04_01_12_12_IMG_4868 RE SEV NPDR WITH CIDME_f5197.png,0
R041R_f121.png,1
R029L2_f1105.png,0
R027L_f474.png,0
R055L_f377.png,0
R058R2_f912.png,1
R040R2_f2225.png,0
R016R_f196.png,1
IMG_2556 LE HEALTHY_f2578.png,1
2024_04_04_13_10_IMG_4899 LE MILD NPDR_f372.png,0
IMG_2888 LE HEALTHY_f731.png,0
IMG_2614 RE DME_f1735.png,0
2024_05_09_13_36_IMG_5059 RE ERM_f1036.png,0
2024_06_03_09_57_IMG_3439 LE PDR+ NON CIDME_f2749.png,0
IMG_2718 RE CRVO_f735.png,0
2024_05_09_12_56_IMG_5051 RE HEALTHY_f3363.png,0
2024_06_14_12_29_IMG_3499_f2103.png,1
2024_04_04_11_38_IMG_4897 LE SEV NPDR_f3219.png,0
R056R_f1225.png,0
2024_02_12_14_56_IMG_4623 RE SEV NPDR_f307.png,0
2024_02_15_14_57_IMG_4662 LE MILD NPDR_f308.png,0
IMG_2635 LE NO DR CHANGES_f831.png,0
2024_04_11_15_29_IMG_4957 LE ERM_f1653.png,1
R012L2_f290.png,0
2024_04_06_10_29_IMG_4938 LE MUTIPLE CHORIORETINAL PATCHES_f1982.png,0
2024_05_09_14_03_IMG_5066 LE HEALTHY_f2341.png,0
R020L_f60.png,0
2024_04_02_11_54_IMG_4881 LE MOD NPDR_f1889.png,0
IMG_2506 RE DME_f28.png,0
2024_02_12_12_41_IMG_4613 RE MOD NPDR_f298.png,0
R045R_f1307.png,1
2024_05_06_14_02_IMG_3273 RE PDR_f1369.png,0
R060R_f783.png,0
2024_05_09_12_56_IMG_5051 RE HEALTHY_f480.png,0
R038R_f2450.png,0
2024_05_09_13_20_IMG_5056 LE RPE ALTERATIONS_f1219.png,0
2024_05_31_13_01_IMG_3432 LE MOD NPDR_f443.png,0
R018R2_f1644.png,0
IMG_4167 LE MOD NPDR DME_f1417.png,0
IMG_2614 RE DME_f1239.png,0
R030R_f784.png,0
R029L2_f368.png,1
"2024_04_06_10_27_IMG_4937 RE CR ATROPHY, ERM_f1979.png",0
IMG_2607 RE PDE FVP_f2225.png,0
2024_02_12_12_41_IMG_4613 RE MOD NPDR_f894.png,1
R038R_f1750.png,0
R072R_f701.png,0
2024_05_08_11_07_IMG_5038 LE PDR WITH CME_f1547.png,0
IMG_2542 RE MOD NPDR_f1584.png,1
2024_02_15_14_08_IMG_4657 LE MILD NPDR_f2362.png,1
IMG_2635 LE NO DR CHANGES_f1386.png,0
R034L3_f379.png,0
2024_05_09_13_42_IMG_5061 RE HEALTHY_f1814.png,0
R040R2_f3115.png,0
2024_06_06_11_57_IMG_3461 RE PDR_f334.png,0
IMG_2500 RE NO DR CHANGES_f247.png,0
R050L_f1726.png,0
R015L2_f224.png,1
IMG_2525 LE  SEV NPDR_f1428.png,0
R057L_f2112.png,0
R061R_f336.png,1
R046L_f1134.png,0
R020L_f422.png,0
R027R_f2072.png,0
2024_06_14_11_52_IMG_3492_f254.png,0
R004L_f12.png,0
2024_06_03_09_57_IMG_3439 LE PDR+ NON CIDME_f1649.png,0
2024_03_21_12_30_IMG_3044 RE SEV NPDR WITH CIDME_f1913.png,0
2024_03_10_12_25_IMG_4794 LE SEV NPDR_f216.png,0
R047L_f1940.png,1
2024_02_15_14_19_IMG_4658 RE MILD NPDR_f837.png,1
IMG_2893 LE NO DR CHANGES_f1243.png,0
R045L_f1509.png,0
R028L_f815.png,1
2024_03_25_15_30_IMG_3070 LE MILD NPDR_f1095.png,0
2024_03_28_14_32_IMG_4842 RE MOD NPDR_f1041.png,0
R038R_f350.png,0
2024_06_07_11_52_IMG_3476 LE PDR ISCHEMIC MACULA_f3797.png,0
IMG_2512 RE MOD NPDR WITH CDME_f268.png,0
R040R_f352.png,0
2024_04_06_11_17_IMG_4941 RE SEV NPDR_f264.png,1
2024_06_14_10_57_IMG_3488_f3459.png,1
R006L_f146.png,0
2024_04_06_10_29_IMG_4938 LE MUTIPLE CHORIORETINAL PATCHES_f396.png,0
2024_06_13_12_58_IMG_3487 LE MOD NPDR_f533.png,1
2024_06_06_10_55_IMG_3459 RE MOD NPDR_f1705.png,0
R005L_f581.png,0
2024_03_21_12_30_IMG_3044 RE SEV NPDR WITH CIDME_f4465.png,1
2024_06_06_10_55_IMG_3459 RE MOD NPDR_f568.png,1
2024_05_09_12_59_IMG_5052 LE ERM_f3860.png,0
2024_04_12_11_24_IMG_4959 LE MOD NPDR_f2473.png,0
IMG_2726 RE HEALTHY_f2281.png,0
2024_04_05_12_54_IMG_4928 LE HEALTHY_f1968.png,1
R010R_f378.png,0
R017R_f240.png,0
IMG_2502 RE  NO DR CHANGES_f494.png,0
2024_03_21_14_55_IMG_3053 LE SEV NPDR_f2243.png,0
2024_02_16_10_50_IMG_4665 RE PDR STABLE_f3724.png,0
IMG_2892 RE HEALTHY_f1345.png,0
2024_06_13_12_31_IMG_3481 LE HEALTHY_f2938.png,0
2024_05_06_12_38_IMG_3271 RE MILD NPDR_f241.png,1
2024_03_21_13_08_IMG_3050 RE MOD NPDR WITH DME_f670.png,0
IMG_2536 LE HEALTHY_f1407.png,0
R011L_f3454.png,0
2024_05_31_14_10_IMG_3433 RE HEALTHY_f1262.png,1
2024_04_02_11_54_IMG_4881 LE MOD NPDR_f1349.png,1
R028L_f1358.png,0
2024_02_19_11_46_IMG_4678 LE PDR_f481.png,0
IMG_2704 LE HEALTHY_f3185.png,0
2024_04_11_15_29_IMG_4957 LE ERM_f330.png,0
2024_05_31_12_01_IMG_3428 LE STBRVO WITH CME_f1308.png,0
IMG_2549 LE HEALTHY_f474.png,0
2024_04_06_11_48_IMG_4944 RE MOD NPDR_f379.png,0
2024_06_14_12_26_IMG_3498_f1098.png,0
"2024_04_06_10_27_IMG_4937 RE CR ATROPHY, ERM_f1187.png",0
2024_05_08_10_36_IMG_5036 LE SEVERE NPDR_f3460.png,0
IMG_2623 LE HEALTHY_f226.png,0
IMG_2515 RE PDR WITH FVP_f567.png,0
2024_05_31_12_01_IMG_3428 LE STBRVO WITH CME_f436.png,0
2024_04_04_11_36_IMG_4896 RE SEV NPDR_f346.png,0
IMG_2536 LE HEALTHY_f1005.png,0
R034R2_f516.png,0
2024_04_12_13_24_IMG_4970 LE HEALTHY_f463.png,0
IMG_4419 RE MILD NPDR_f1318.png,0
R033L_f1000.png,0
R065L_f3515.png,0
R023R_f624.png,1
R036R_f1990.png,0
2024_03_21_12_30_IMG_3044 RE SEV NPDR WITH CIDME_f637.png,1
2024_03_07_15_21_IMG_4759 RE MILD NPDR_f4487.png,1
2024_05_06_12_31_IMG_3270 LE HEALTHY_f288.png,0
R040R2_f445.png,0
R022L_f1428.png,0
2024_05_09_13_19_IMG_5055 RE RPE ALTERNATIONS_f2326.png,0
R022R_f1448.png,1
2024_02_19_13_36_IMG_4681 RE SEV NPDR_f3341.png,0
R054L_f66.png,1
R059R_f2200.png,0
2024_03_19_14_40_IMG_3017 LE MILD NPDR_f241.png,0
IMG_2521 LE MACULA SCAR HE_f464.png,0
IMG_2593 RE SEV NPDR WITH DME_f2117.png,1
R028L_f271.png,0
IMG_2707 RE HEALTHY_f1948.png,0
2024_04_12_13_22_IMG_4969 RE HEALTHY_f379.png,0
2024_02_15_14_20_IMG_4659 LE MILD NPDR_f679.png,1
2024_04_11_15_23_IMG_4955 LE PDR_f2811.png,0
IMG_2620 RE MILD NPDR_f1307.png,1
2024_04_12_12_03_IMG_4961 RE HEALTHY_f1161.png,0
R018R_f340.png,0
2024_06_06_11_59_IMG_3462 LE PDR_f2264.png,0
R020L2_f2324.png,0
IMG_2502 RE NO DR CHANGES_f494.png,0
2024_04_05_10_24_IMG_4919 RE LASERED PDR_f1383.png,0
IMG_4170 RE SEV NPDR_f80.png,0
2024_06_03_10_07_IMG_3441 LE PDR +NONCIDME_f1362.png,1
2024_06_14_12_08_IMG_3496_f1102.png,1
2024_06_06_10_58_IMG_3460 LE MOD NPDR WITH CIDME_f446.png,0
R017R2_f1341.png,0
2024_05_09_13_55_IMG_5064 LE HEALTHY_f1291.png,0
2024_06_06_10_41_IMG_3457 RE PDR WITH TRD_f2531.png,0
2024_05_06_12_40_IMG_3272 LE MOD NPDR_f1236.png,0
2024_04_05_10_17_IMG_4918 LE MACULAR DEGENERATION_f194.png,1
IMG_2615 LE LASER SCARS+_f2299.png,0
IMG_2867 RE HEALTHY_f1520.png,0
IMG_2719 LE DRUSENS+_f2138.png,0
IMG_2549 LE HEALTHY_f1423.png,0
IMG_2708 LE HEALTHY_f342.png,0
2024_06_14_11_59_IMG_3495_f2993.png,0
R036L_f3438.png,0
2024_02_16_13_33_IMG_4672 LE SEV NPDR WITH DME_f3297.png,0
2024_04_12_13_30_IMG_4971 RE HIGH MYOP_f2261.png,0
2024_04_30_12_48_IMG_5016 SEV NPDR_f3185.png,0
R051L_f455.png,1
IMG_2512 RE MOD NPDR WITH CDME_f1341.png,0
2024_06_07_10_52_IMG_3466 LE DRUSEN+_f1365.png,1
2024_02_15_14_20_IMG_4659 LE MILD NPDR_f1133.png,0
2024_04_06_10_39_IMG_4940 LE FTMH_f3047.png,0
IMG_2620 RE MILD NPDR_f2178.png,0
2024_06_05_09_33_IMG_3448 RE PDR_f2156.png,0
IMG_2548 RE ERM+_f4836.png,0
2024_03_21_14_55_IMG_3053 LE SEV NPDR_f448.png,1
R062R_f1318.png,0
2024_04_12_12_58_IMG_4966 RE TRD_f3556.png,1
R044R_f525.png,0
R035R_f2117.png,1
2024_06_07_11_52_IMG_3476 LE PDR ISCHEMIC MACULA_f2712.png,0
R021R_f5.png,1
R049R_f229.png,0
R062R_f790.png,1
IMG_2705 RE NO DR CHANGES_f967.png,0
R012L2_f96.png,0
R027L_f3320.png,1
R047R3_f225.png,1
IMG_2711 RE AMD_f3158.png,0
IMG_2605 LE HEALTHY_f316.png,0
R040R_f151.png,0
R042L_f1642.png,0
R033L_f428.png,0
2024_04_05_10_57_IMG_4922 RE PDR WITH FVP_f1534.png,0
2024_03_30_12_19_IMG_4854 LE PDR_f2006.png,0
IMG_2595 RE MACULA SCAR_f853.png,0
2024_05_09_13_44_IMG_5062 LE HEALTHY_f2975.png,0
R046R_f202.png,0
R003R_f198.png,0
IMG_2503 LE ERM+_f1122.png,0
2024_04_12_11_22_IMG_4958 RE MOD NPDR_f2332.png,0
IMG_2502 RE NO DR CHANGES_f1153.png,0
IMG_2620 RE MILD NPDR_f3050.png,0
R031L_f179.png,0
IMG_2553 LE ERM+_f1358.png,0
R041R2_f192.png,1
IMG_2718 RE CRVO_f245.png,0
"2024_05_08_12_06_IMG_5044 LE MILD NPDR, ERLY AMD_f2241.png",0
R047R3_f526.png,0
IMG_2600 LE HEALTHY_f781.png,0
R063L_f2066.png,0
R040L_f398.png,0
2024_05_06_14_05_IMG_3274 LE PDR WITH FVP_f2371.png,0
IMG_2596 ERM+ DRUSENS_f491.png,0
R006L_f29.png,1
2024_04_05_10_58_IMG_4923 LE SEV NPDR_f1578.png,1
R037L_f1823.png,0
R042R_f743.png,0
R023L2_f603.png,0
R056R_f735.png,0
2024_06_14_12_10_IMG_3497_f1536.png,1
2024_04_01_12_56_IMG_4872 RE MOD NPDR WITH FVD_f1495.png,0
2024_04_01_12_16_IMG_4869 SEV NPDR WITH DME_f1362.png,0
2024_05_09_13_25_IMG_5057 RE HEALTHY_f346.png,1
2024_06_14_11_52_IMG_3492_f763.png,1
R036L_f2456.png,0
2024_06_07_11_22_IMG_3470 LE LASERED FUNDUS_f1629.png,1
2024_06_06_13_04_IMG_3463 RE PDR +CIDME_f2616.png,0
R054R_f2256.png,1
R028R2_f908.png,0
2024_06_05_10_38_IMG_3455 RE PDR_f2318.png,1
2024_06_14_12_29_IMG_3499_f701.png,1
2024_06_05_10_02_IMG_3451 PDR WITH DME_f3033.png,0
IMG_4167 LE MOD NPDR DME_f283.png,1
R038R_f1050.png,0
2024_04_05_13_18_IMG_4932 LE SEV NPDR_f1137.png,1
R072R_f982.png,0
2024_04_30_12_48_IMG_5016 SEV NPDR_f1911.png,0
IMG_2590 LE HEALTHY_f644.png,0
2024_06_07_11_34_IMG_3472 LE HEALTHY_f1404.png,1
2024_05_09_13_10_IMG_5054 LE ERM PRESENT_f1051.png,1
R060L_f731.png,0
R006L_f204.png,0
2024_04_06_11_48_IMG_4944 RE MOD NPDR_f2657.png,0
IMG_2871 RE NO DR CHANGES_f440.png,0
2024_06_13_12_56_IMG_3486 RE SEV NPDR_f2728.png,1
R004L_f28.png,0
IMG_2618 RE MH_f1576.png,1
R026L2_f586.png,0
R049R_f1146.png,0
R004L_f20.png,0
R050R_f967.png,0
2024_06_05_09_35_IMG_3449 LE PDR+CRVO WITH VH_f335.png,0
IMG_2600 LE HEALTHY_f260.png,1
R047R2_f1249.png,0
R069R_f140.png,0
R023L2_f1407.png,0
R047R2_f178.png,0
2024_03_30_11_37_IMG_4851 RE MILD NPDR_f270.png,0
2024_05_09_13_10_IMG_5054 LE ERM PRESENT_f1753.png,0
2024_03_21_13_08_IMG_3050 RE MOD NPDR WITH DME_f1116.png,0
R026R_f2218.png,0
R032L_f441.png,1
IMG_2634 RE SEV NPDR_f1249.png,0
R046R_f283.png,0
IMG_2596 ERM+ DRUSENS_f3438.png,0
R060L_f1218.png,0
R036R2_f585.png,0
R024R_f177.png,0
IMG_2722 RE HEALTHY_f1508.png,0
R038L_f2216.png,0
2024_03_28_14_08_IMG_4839 RE PDR_f1631.png,0
R049L2_f32.png,0
2024_04_12_11_22_IMG_4958 RE MOD NPDR_f1399.png,0
2024_04_05_10_17_IMG_4918 LE MACULAR DEGENERATION_f974.png,1
R003R_f118.png,1
2024_03_30_11_37_IMG_4851 RE MILD NPDR_f811.png,0
2024_06_13_12_28_IMG_3480 RE HEALTHY_f3504.png,0
2024_06_03_11_19_IMG_3445 LE MOD NPDR_f4457.png,0
2024_03_21_13_08_IMG_3050 RE MOD NPDR WITH DME_f223.png,0
IMG_4166 LE MOD NPDR WITH DME_f530.png,1
R035L_f311.png,1
2024_06_06_11_59_IMG_3462 LE PDR_f1617.png,0
R002L_f13.png,0
2024_04_06_11_48_IMG_4944 RE MOD NPDR_f1898.png,0
2024_06_06_11_59_IMG_3462 LE PDR_f970.png,1
IMG_2596 ERM+ DRUSENS_f1473.png,0
2024_03_21_12_33_IMG_3045 LE SEV NPDR WITH DME_f1965.png,1
IMG_2892 RE HEALTHY_f807.png,0
2024_04_05_12_51_IMG_4927 RE HEALTHY_f3403.png,0
2024_04_11_15_09_IMG_4952 LE HEALTHY_f2076.png,0
2024_03_28_14_08_IMG_4839 RE PDR_f2284.png,0
IMG_2533 RE HEALTHY_f624.png,1
2024_06_13_12_42_IMG_3484 LE HEALTHY_f709.png,1
2024_03_21_12_57_IMG_3049 LE MILD NPDR_f2051.png,1
2024_06_06_10_44_IMG_3458 LE PDR_f1699.png,1
2024_05_06_12_40_IMG_3272 LE MOD NPDR_f412.png,1
2024_06_05_10_42_IMG_3456 LE PDR_f3051.png,1
IMG_2533 RE HEALTHY_f1040.png,0
R059R_f440.png,0
IMG_2524 RE SEV NPDR_f868.png,0
IMG_2632 RE TRD_f1262.png,1
2024_02_16_10_53_IMG_4666 LE MOD NPDR_f808.png,0
IMG_4170 RE SEV NPDR_f404.png,0
R027R_f4836.png,0
2024_04_06_11_17_IMG_4941 RE SEV NPDR_f1849.png,1
2024_02_12_14_56_IMG_4623 RE SEV NPDR_f2149.png,0
IMG_2517 LE RETINA DEGENERATION_f1757.png,1
IMG_2506 RE DME_f84.png,1
R034R_f426.png,1
2024_04_12_13_24_IMG_4970 LE HEALTHY_f2315.png,0
R012L3_f756.png,1
